,session_start,session_end
2004,2018-05-26 19:50:00,2018-05-26 19:50:00
2005,2018-05-26 20:10:00,2018-05-26 20:10:00
2006,2018-05-26 20:25:00,2018-05-26 20:35:00
2007,2018-05-26 20:45:00,2018-05-26 20:55:00
2008,2018-05-26 21:10:00,2018-05-26 21:20:00
2009,2018-05-26 21:30:00,2018-05-26 21:30:00
2010,2018-05-26 21:40:00,2018-05-26 21:40:00
2011,2018-05-26 22:20:00,2018-05-26 22:25:00
2012,2018-05-26 22:55:00,2018-05-26 23:05:00
2013,2018-05-26 23:15:00,2018-05-26 23:25:00
2014,2018-05-27 03:40:00,2018-05-27 03:45:00
2015,2018-05-27 04:50:00,2018-05-27 04:50:00
2016,2018-05-27 10:00:00,2018-05-27 10:00:00
2017,2018-05-27 12:55:00,2018-05-27 12:55:00
2018,2018-05-27 13:05:00,2018-05-27 13:05:00
2019,2018-05-27 16:15:00,2018-05-27 16:15:00
2020,2018-05-27 16:25:00,2018-05-27 16:25:00
2021,2018-05-27 16:40:00,2018-05-27 16:40:00
2022,2018-05-27 16:55:00,2018-05-27 16:55:00
2023,2018-05-27 20:00:00,2018-05-27 20:00:00
2024,2018-05-27 20:15:00,2018-05-27 20:15:00
2025,2018-05-27 20:55:00,2018-05-27 20:55:00
2026,2018-05-27 21:25:00,2018-05-27 21:25:00
2027,2018-05-27 21:50:00,2018-05-27 21:50:00
2028,2018-05-27 22:00:00,2018-05-27 22:00:00
2029,2018-05-27 22:25:00,2018-05-27 22:25:00
2030,2018-05-27 23:00:00,2018-05-27 23:00:00
2031,2018-05-27 23:35:00,2018-05-27 23:40:00
2032,2018-05-28 00:25:00,2018-05-28 00:25:00
2033,2018-05-28 01:25:00,2018-05-28 01:25:00
2034,2018-05-28 02:05:00,2018-05-28 02:05:00
2035,2018-05-28 02:15:00,2018-05-28 02:15:00
2036,2018-05-28 02:25:00,2018-05-28 02:25:00
2037,2018-05-28 02:40:00,2018-05-28 02:45:00
2038,2018-05-28 02:55:00,2018-05-28 02:55:00
2039,2018-05-28 03:40:00,2018-05-28 03:40:00
2040,2018-05-28 03:55:00,2018-05-28 04:00:00
2041,2018-05-28 04:10:00,2018-05-28 04:10:00
2042,2018-05-28 04:20:00,2018-05-28 04:25:00
2043,2018-05-28 04:35:00,2018-05-28 04:40:00
2044,2018-05-28 05:10:00,2018-05-28 05:10:00
2045,2018-05-28 05:40:00,2018-05-28 05:40:00
2046,2018-05-28 05:55:00,2018-05-28 06:10:00
2047,2018-05-28 06:30:00,2018-05-28 06:35:00
2048,2018-05-28 06:50:00,2018-05-28 06:50:00
2049,2018-05-28 07:00:00,2018-05-28 07:05:00
2050,2018-05-28 07:25:00,2018-05-28 07:25:00
2051,2018-05-28 07:40:00,2018-05-28 07:40:00
2052,2018-05-28 08:00:00,2018-05-28 08:00:00
2053,2018-05-28 08:15:00,2018-05-28 08:15:00
2054,2018-05-28 08:40:00,2018-05-28 08:50:00
2055,2018-05-28 09:05:00,2018-05-28 09:05:00
2056,2018-05-28 09:20:00,2018-05-28 09:20:00
2057,2018-05-28 09:35:00,2018-05-28 09:35:00
2058,2018-05-28 09:45:00,2018-05-28 09:45:00
2059,2018-05-28 10:00:00,2018-05-28 10:05:00
2060,2018-05-28 10:25:00,2018-05-28 10:25:00
2061,2018-05-28 10:45:00,2018-05-28 10:45:00
2062,2018-05-28 11:00:00,2018-05-28 11:00:00
2063,2018-05-28 11:15:00,2018-05-28 11:15:00
2064,2018-05-28 13:25:00,2018-05-28 13:25:00
2065,2018-05-28 14:35:00,2018-05-28 14:35:00
2066,2018-05-28 14:45:00,2018-05-28 14:45:00
2067,2018-05-28 14:55:00,2018-05-28 14:55:00
2068,2018-05-28 15:05:00,2018-05-28 15:05:00
2069,2018-05-28 15:55:00,2018-05-28 15:55:00
2070,2018-05-28 22:15:00,2018-05-28 22:15:00
2071,2018-05-29 00:00:00,2018-05-29 00:00:00
2072,2018-05-29 00:15:00,2018-05-29 01:00:00
2073,2018-05-29 02:30:00,2018-05-29 02:35:00
2074,2018-05-29 04:45:00,2018-05-29 04:45:00
2075,2018-05-29 06:55:00,2018-05-29 06:55:00
2076,2018-05-29 08:15:00,2018-05-29 08:15:00
2077,2018-05-29 10:45:00,2018-05-29 10:45:00
2078,2018-05-29 12:45:00,2018-05-29 12:45:00
2079,2018-05-29 16:50:00,2018-05-29 16:50:00
2080,2018-05-30 02:40:00,2018-05-30 02:40:00
2081,2018-05-30 03:40:00,2018-05-30 03:45:00
2082,2018-05-30 03:55:00,2018-05-30 03:55:00
2083,2018-05-30 05:30:00,2018-05-30 05:35:00
2084,2018-05-30 05:50:00,2018-05-30 05:50:00
2085,2018-05-30 06:00:00,2018-05-30 06:00:00
2086,2018-05-30 06:15:00,2018-05-30 06:15:00
2087,2018-05-30 07:45:00,2018-05-30 07:50:00
2088,2018-05-30 08:05:00,2018-05-30 08:05:00
2089,2018-05-30 08:35:00,2018-05-30 08:35:00
2090,2018-05-30 09:10:00,2018-05-30 09:15:00
2091,2018-05-30 09:25:00,2018-05-30 09:35:00
2092,2018-05-30 10:10:00,2018-05-30 10:10:00
2093,2018-05-30 10:20:00,2018-05-30 10:20:00
2094,2018-05-30 10:30:00,2018-05-30 11:35:00
2095,2018-05-30 11:45:00,2018-05-30 12:15:00
2096,2018-05-30 12:25:00,2018-05-30 13:05:00
2097,2018-05-30 13:15:00,2018-05-30 14:20:00
2098,2018-05-30 14:30:00,2018-05-30 14:50:00
2099,2018-05-30 15:30:00,2018-05-30 15:30:00
2100,2018-05-30 16:00:00,2018-05-30 16:00:00
2101,2018-05-30 16:30:00,2018-05-30 16:30:00
2102,2018-05-30 16:40:00,2018-05-30 16:40:00
2103,2018-05-30 21:40:00,2018-05-30 21:40:00
2104,2018-05-30 22:05:00,2018-05-30 22:05:00
2105,2018-05-30 22:20:00,2018-05-30 22:20:00
2106,2018-05-30 22:35:00,2018-05-30 22:35:00
2107,2018-05-30 22:45:00,2018-05-30 22:45:00
2108,2018-05-30 23:05:00,2018-05-30 23:05:00
2109,2018-05-30 23:30:00,2018-05-30 23:30:00
2110,2018-05-30 23:45:00,2018-05-30 23:45:00
2111,2018-05-31 00:15:00,2018-05-31 00:20:00
2112,2018-05-31 00:40:00,2018-05-31 00:45:00
2113,2018-05-31 00:55:00,2018-05-31 01:45:00
2114,2018-05-31 01:55:00,2018-05-31 08:55:00
2115,2018-05-31 09:05:00,2018-05-31 09:05:00
2116,2018-05-31 09:15:00,2018-05-31 09:15:00
2117,2018-05-31 09:35:00,2018-05-31 09:40:00
2118,2018-05-31 09:50:00,2018-05-31 10:00:00
2119,2018-05-31 10:15:00,2018-05-31 10:20:00
2120,2018-05-31 10:35:00,2018-05-31 10:40:00
2121,2018-05-31 10:55:00,2018-05-31 10:55:00
2122,2018-05-31 11:05:00,2018-05-31 11:15:00
2123,2018-05-31 13:10:00,2018-05-31 13:10:00
2124,2018-05-31 13:40:00,2018-05-31 14:20:00
2125,2018-05-31 14:30:00,2018-05-31 15:40:00
2126,2018-05-31 15:50:00,2018-05-31 15:50:00
2127,2018-05-31 16:00:00,2018-05-31 16:00:00
2128,2018-05-31 16:15:00,2018-05-31 16:15:00
2129,2018-05-31 17:05:00,2018-05-31 17:10:00
2130,2018-05-31 17:25:00,2018-05-31 17:25:00
2131,2018-05-31 17:45:00,2018-05-31 17:45:00
2132,2018-05-31 17:55:00,2018-05-31 18:30:00
2133,2018-05-31 18:45:00,2018-05-31 18:45:00
2134,2018-05-31 18:55:00,2018-05-31 18:55:00
2135,2018-05-31 19:10:00,2018-06-01 03:20:00
2136,2018-06-01 03:35:00,2018-06-01 03:40:00
2137,2018-06-01 03:50:00,2018-06-01 03:55:00
2138,2018-06-01 04:05:00,2018-06-01 04:05:00
2139,2018-06-01 06:35:00,2018-06-01 07:05:00
2140,2018-06-01 07:15:00,2018-06-01 07:15:00
2141,2018-06-01 09:15:00,2018-06-01 09:15:00
2142,2018-06-01 09:25:00,2018-06-01 09:25:00
2143,2018-06-01 09:40:00,2018-06-01 09:40:00
2144,2018-06-01 09:55:00,2018-06-01 10:00:00
2145,2018-06-01 10:50:00,2018-06-01 10:50:00
2146,2018-06-01 11:25:00,2018-06-01 11:30:00
2147,2018-06-01 12:35:00,2018-06-01 12:35:00
2148,2018-06-01 13:00:00,2018-06-01 13:05:00
2149,2018-06-01 13:20:00,2018-06-01 13:20:00
2150,2018-06-01 13:45:00,2018-06-01 13:45:00
2151,2018-06-01 14:10:00,2018-06-01 14:10:00
2152,2018-06-01 14:25:00,2018-06-01 14:25:00
2153,2018-06-01 15:00:00,2018-06-01 15:05:00
2154,2018-06-01 15:20:00,2018-06-01 15:20:00
2155,2018-06-01 16:20:00,2018-06-01 16:20:00
2156,2018-06-01 18:55:00,2018-06-01 18:55:00
2157,2018-06-01 19:30:00,2018-06-01 19:30:00
2158,2018-06-01 20:15:00,2018-06-01 20:15:00
2159,2018-06-01 20:45:00,2018-06-01 20:45:00
2160,2018-06-02 01:20:00,2018-06-02 01:20:00
2161,2018-06-02 01:35:00,2018-06-02 01:35:00
2162,2018-06-02 01:45:00,2018-06-02 01:45:00
2163,2018-06-02 03:10:00,2018-06-02 03:15:00
2164,2018-06-02 04:05:00,2018-06-02 04:10:00
2165,2018-06-02 04:20:00,2018-06-02 04:25:00
2166,2018-06-02 04:35:00,2018-06-02 04:35:00
2167,2018-06-02 04:50:00,2018-06-02 04:55:00
2168,2018-06-02 05:10:00,2018-06-02 05:10:00
2169,2018-06-02 05:25:00,2018-06-02 05:25:00
2170,2018-06-02 05:45:00,2018-06-02 05:45:00
2171,2018-06-02 06:15:00,2018-06-02 06:20:00
2172,2018-06-02 06:35:00,2018-06-02 07:25:00
2173,2018-06-02 08:05:00,2018-06-02 08:05:00
2174,2018-06-02 08:15:00,2018-06-02 08:15:00
2175,2018-06-02 08:50:00,2018-06-02 08:50:00
2176,2018-06-02 09:10:00,2018-06-02 09:10:00
2177,2018-06-02 09:25:00,2018-06-02 09:30:00
2178,2018-06-02 09:40:00,2018-06-02 10:10:00
2179,2018-06-02 10:35:00,2018-06-02 10:35:00
2180,2018-06-02 11:15:00,2018-06-02 11:15:00
2181,2018-06-02 11:30:00,2018-06-02 11:40:00
2182,2018-06-02 11:55:00,2018-06-02 12:00:00
2183,2018-06-02 12:15:00,2018-06-02 12:15:00
2184,2018-06-02 12:30:00,2018-06-02 12:35:00
2185,2018-06-02 13:20:00,2018-06-02 13:20:00
2186,2018-06-02 13:40:00,2018-06-02 13:40:00
2187,2018-06-02 14:00:00,2018-06-02 14:00:00
2188,2018-06-02 14:15:00,2018-06-02 14:15:00
2189,2018-06-02 14:35:00,2018-06-02 14:35:00
2190,2018-06-02 15:00:00,2018-06-02 15:00:00
2191,2018-06-02 15:20:00,2018-06-02 15:20:00
2192,2018-06-02 15:45:00,2018-06-02 15:45:00
2193,2018-06-02 16:05:00,2018-06-02 16:05:00
2194,2018-06-02 16:25:00,2018-06-02 16:25:00
2195,2018-06-02 18:10:00,2018-06-02 18:10:00
2196,2018-06-02 19:10:00,2018-06-02 19:15:00
2197,2018-06-02 19:50:00,2018-06-02 19:50:00
2198,2018-06-02 20:45:00,2018-06-02 21:10:00
2199,2018-06-02 21:25:00,2018-06-02 21:25:00
2200,2018-06-02 21:45:00,2018-06-02 21:50:00
2201,2018-06-02 22:25:00,2018-06-02 22:25:00
2202,2018-06-03 01:00:00,2018-06-03 01:00:00
2203,2018-06-03 01:15:00,2018-06-03 01:15:00
2204,2018-06-03 01:50:00,2018-06-03 01:50:00
2205,2018-06-03 02:05:00,2018-06-03 02:05:00
2206,2018-06-03 02:25:00,2018-06-03 02:25:00
2207,2018-06-03 06:05:00,2018-06-03 06:05:00
2208,2018-06-03 06:30:00,2018-06-03 06:30:00
2209,2018-06-03 07:05:00,2018-06-03 07:05:00
2210,2018-06-03 07:20:00,2018-06-03 07:25:00
2211,2018-06-03 12:00:00,2018-06-03 12:05:00
2212,2018-06-03 12:50:00,2018-06-03 12:50:00
2213,2018-06-03 13:40:00,2018-06-03 13:40:00
2214,2018-06-03 14:05:00,2018-06-03 14:05:00
2215,2018-06-03 16:40:00,2018-06-03 16:40:00
2216,2018-06-03 16:55:00,2018-06-03 16:55:00
2217,2018-06-03 17:20:00,2018-06-03 17:55:00
2218,2018-06-03 18:05:00,2018-06-03 18:05:00
2219,2018-06-03 18:15:00,2018-06-03 18:15:00
2220,2018-06-03 19:00:00,2018-06-03 19:10:00
2221,2018-06-03 19:25:00,2018-06-03 19:25:00
2222,2018-06-03 20:10:00,2018-06-03 20:10:00
2223,2018-06-03 21:55:00,2018-06-03 21:55:00
2224,2018-06-03 22:35:00,2018-06-03 22:35:00
2225,2018-06-03 22:50:00,2018-06-03 23:00:00
2226,2018-06-03 23:10:00,2018-06-03 23:10:00
2227,2018-06-03 23:35:00,2018-06-03 23:35:00
2228,2018-06-04 01:25:00,2018-06-04 01:35:00
2229,2018-06-04 01:55:00,2018-06-04 01:55:00
2230,2018-06-04 02:20:00,2018-06-04 02:20:00
2231,2018-06-04 06:20:00,2018-06-04 06:20:00
2232,2018-06-04 06:35:00,2018-06-04 06:35:00
2233,2018-06-04 08:00:00,2018-06-04 08:05:00
2234,2018-06-04 12:00:00,2018-06-04 12:00:00
2235,2018-06-04 12:10:00,2018-06-04 12:20:00
2236,2018-06-04 12:30:00,2018-06-04 13:05:00
2237,2018-06-04 13:15:00,2018-06-04 13:35:00
2238,2018-06-04 13:45:00,2018-06-04 13:45:00
2239,2018-06-04 13:55:00,2018-06-04 13:55:00
2240,2018-06-04 14:05:00,2018-06-04 14:05:00
2241,2018-06-04 14:15:00,2018-06-04 14:20:00
2242,2018-06-04 14:45:00,2018-06-04 14:50:00
2243,2018-06-04 15:25:00,2018-06-04 16:05:00
2244,2018-06-04 16:30:00,2018-06-04 16:40:00
2245,2018-06-04 17:00:00,2018-06-04 17:00:00
2246,2018-06-04 17:10:00,2018-06-04 17:15:00
2247,2018-06-04 17:40:00,2018-06-04 17:45:00
2248,2018-06-04 17:55:00,2018-06-04 18:05:00
2249,2018-06-04 18:15:00,2018-06-04 18:25:00
2250,2018-06-04 18:35:00,2018-06-04 19:05:00
2251,2018-06-04 19:15:00,2018-06-04 20:35:00
2252,2018-06-04 20:45:00,2018-06-04 20:55:00
2253,2018-06-04 21:10:00,2018-06-04 21:10:00
2254,2018-06-04 21:20:00,2018-06-04 22:05:00
2255,2018-06-04 22:40:00,2018-06-04 22:40:00
2256,2018-06-04 23:00:00,2018-06-04 23:20:00
2257,2018-06-04 23:40:00,2018-06-04 23:40:00
2258,2018-06-04 23:55:00,2018-06-05 00:00:00
2259,2018-06-05 00:10:00,2018-06-05 00:10:00
2260,2018-06-05 00:20:00,2018-06-05 00:35:00
2261,2018-06-05 00:45:00,2018-06-05 00:50:00
2262,2018-06-05 01:00:00,2018-06-05 01:25:00
2263,2018-06-05 01:35:00,2018-06-05 01:35:00
2264,2018-06-05 02:10:00,2018-06-05 02:30:00
2265,2018-06-05 04:15:00,2018-06-05 04:15:00
2266,2018-06-05 04:25:00,2018-06-05 04:25:00
2267,2018-06-05 05:10:00,2018-06-05 05:10:00
2268,2018-06-05 05:45:00,2018-06-05 05:50:00
2269,2018-06-05 06:25:00,2018-06-05 06:25:00
2270,2018-06-05 07:50:00,2018-06-05 07:50:00
2271,2018-06-05 08:40:00,2018-06-05 08:45:00
2272,2018-06-05 09:00:00,2018-06-05 09:00:00
2273,2018-06-05 09:30:00,2018-06-05 09:30:00
2274,2018-06-05 09:40:00,2018-06-05 09:40:00
2275,2018-06-05 09:50:00,2018-06-05 09:50:00
2276,2018-06-05 10:20:00,2018-06-05 13:25:00
2277,2018-06-05 13:35:00,2018-06-05 22:25:00
2278,2018-06-05 22:35:00,2018-06-07 10:00:00
2279,2018-06-07 10:30:00,2018-06-07 10:35:00
2280,2018-06-07 10:45:00,2018-06-07 10:45:00
2281,2018-06-07 11:00:00,2018-06-07 11:00:00
2282,2018-06-07 11:10:00,2018-06-07 11:30:00
2283,2018-06-07 11:50:00,2018-06-07 11:50:00
2284,2018-06-07 12:50:00,2018-06-07 12:50:00
2285,2018-06-07 14:30:00,2018-06-07 14:30:00
2286,2018-06-07 15:00:00,2018-06-07 15:00:00
2287,2018-06-07 15:10:00,2018-06-07 15:10:00
2288,2018-06-07 15:35:00,2018-06-07 15:35:00
2289,2018-06-07 16:05:00,2018-06-07 16:05:00
2290,2018-06-07 16:40:00,2018-06-07 16:40:00
2291,2018-06-07 18:35:00,2018-06-07 18:45:00
2292,2018-06-07 19:50:00,2018-06-07 19:55:00
2293,2018-06-07 21:50:00,2018-06-07 21:55:00
2294,2018-06-07 22:15:00,2018-06-07 22:20:00
2295,2018-06-07 22:45:00,2018-06-07 22:45:00
2296,2018-06-07 23:15:00,2018-06-07 23:15:00
2297,2018-06-07 23:30:00,2018-06-07 23:30:00
2298,2018-06-08 01:45:00,2018-06-08 01:45:00
2299,2018-06-08 02:25:00,2018-06-08 02:25:00
2300,2018-06-08 02:40:00,2018-06-08 02:40:00
2301,2018-06-08 03:15:00,2018-06-08 03:25:00
2302,2018-06-08 03:35:00,2018-06-08 03:45:00
2303,2018-06-08 04:20:00,2018-06-08 05:00:00
2304,2018-06-08 05:30:00,2018-06-08 05:30:00
2305,2018-06-08 05:45:00,2018-06-08 05:45:00
2306,2018-06-08 07:15:00,2018-06-08 07:15:00
2307,2018-06-08 15:10:00,2018-06-08 15:10:00
2308,2018-06-08 16:15:00,2018-06-08 16:15:00
2309,2018-06-08 16:30:00,2018-06-08 16:30:00
2310,2018-06-08 16:45:00,2018-06-08 16:50:00
2311,2018-06-08 17:10:00,2018-06-08 17:10:00
2312,2018-06-08 17:25:00,2018-06-08 17:25:00
2313,2018-06-08 18:40:00,2018-06-08 18:40:00
2314,2018-06-08 20:10:00,2018-06-08 20:10:00
2315,2018-06-08 20:25:00,2018-06-08 20:35:00
2316,2018-06-08 21:05:00,2018-06-08 21:05:00
2317,2018-06-08 21:15:00,2018-06-08 21:15:00
2318,2018-06-08 21:30:00,2018-06-08 21:30:00
2319,2018-06-08 21:45:00,2018-06-08 21:45:00
2320,2018-06-08 22:30:00,2018-06-08 22:30:00
2321,2018-06-09 00:05:00,2018-06-09 00:05:00
2322,2018-06-09 00:35:00,2018-06-09 00:35:00
2323,2018-06-09 00:50:00,2018-06-09 00:50:00
2324,2018-06-09 01:55:00,2018-06-09 01:55:00
2325,2018-06-09 02:10:00,2018-06-09 02:10:00
2326,2018-06-09 02:30:00,2018-06-09 02:30:00
2327,2018-06-09 02:45:00,2018-06-09 02:50:00
2328,2018-06-09 03:20:00,2018-06-09 03:20:00
2329,2018-06-09 04:00:00,2018-06-09 04:00:00
2330,2018-06-09 04:35:00,2018-06-09 04:35:00
2331,2018-06-09 05:00:00,2018-06-09 05:00:00
2332,2018-06-09 05:40:00,2018-06-09 05:40:00
2333,2018-06-09 06:00:00,2018-06-09 06:00:00
2334,2018-06-09 06:35:00,2018-06-09 06:35:00
2335,2018-06-09 06:50:00,2018-06-09 06:50:00
2336,2018-06-09 07:35:00,2018-06-09 07:35:00
2337,2018-06-09 08:00:00,2018-06-09 08:05:00
2338,2018-06-09 09:40:00,2018-06-09 09:45:00
2339,2018-06-09 10:15:00,2018-06-09 10:15:00
2340,2018-06-09 11:05:00,2018-06-09 11:05:00
2341,2018-06-09 14:40:00,2018-06-09 14:40:00
2342,2018-06-09 15:25:00,2018-06-09 15:25:00
2343,2018-06-09 15:40:00,2018-06-09 15:45:00
2344,2018-06-09 16:00:00,2018-06-09 16:00:00
2345,2018-06-09 16:15:00,2018-06-09 16:15:00
2346,2018-06-09 16:35:00,2018-06-09 16:35:00
2347,2018-06-09 18:50:00,2018-06-09 18:50:00
2348,2018-06-09 20:35:00,2018-06-09 20:35:00
2349,2018-06-09 20:55:00,2018-06-09 20:55:00
2350,2018-06-09 22:25:00,2018-06-09 22:25:00
2351,2018-06-09 22:50:00,2018-06-09 23:00:00
2352,2018-06-09 23:10:00,2018-06-09 23:15:00
2353,2018-06-10 00:35:00,2018-06-10 00:35:00
2354,2018-06-10 02:15:00,2018-06-10 02:20:00
2355,2018-06-10 03:35:00,2018-06-10 04:30:00
2356,2018-06-10 04:40:00,2018-06-10 04:45:00
2357,2018-06-10 04:55:00,2018-06-10 04:55:00
2358,2018-06-10 05:50:00,2018-06-10 05:50:00
2359,2018-06-10 06:20:00,2018-06-10 06:25:00
2360,2018-06-10 07:50:00,2018-06-10 07:50:00
2361,2018-06-10 08:45:00,2018-06-10 08:45:00
2362,2018-06-10 09:35:00,2018-06-10 09:35:00
2363,2018-06-10 09:55:00,2018-06-10 09:55:00
2364,2018-06-10 11:25:00,2018-06-10 11:25:00
2365,2018-06-10 12:25:00,2018-06-10 12:25:00
2366,2018-06-10 12:55:00,2018-06-10 12:55:00
2367,2018-06-10 13:15:00,2018-06-10 13:20:00
2368,2018-06-10 13:35:00,2018-06-10 13:35:00
2369,2018-06-10 13:55:00,2018-06-10 13:55:00
2370,2018-06-10 14:15:00,2018-06-10 14:20:00
2371,2018-06-10 14:35:00,2018-06-10 14:40:00
2372,2018-06-10 15:00:00,2018-06-10 15:15:00
2373,2018-06-10 15:50:00,2018-06-10 15:55:00
2374,2018-06-10 16:25:00,2018-06-10 16:30:00
2375,2018-06-10 16:45:00,2018-06-10 16:45:00
2376,2018-06-10 17:40:00,2018-06-10 17:40:00
2377,2018-06-10 18:00:00,2018-06-10 18:00:00
2378,2018-06-10 18:40:00,2018-06-10 18:40:00
2379,2018-06-10 18:55:00,2018-06-10 19:00:00
2380,2018-06-10 19:15:00,2018-06-10 19:15:00
2381,2018-06-10 19:35:00,2018-06-10 19:40:00
2382,2018-06-10 20:10:00,2018-06-10 20:15:00
2383,2018-06-10 20:35:00,2018-06-10 20:35:00
2384,2018-06-10 21:00:00,2018-06-10 21:15:00
2385,2018-06-10 21:35:00,2018-06-10 21:35:00
2386,2018-06-10 22:00:00,2018-06-10 22:00:00
2387,2018-06-10 22:15:00,2018-06-10 22:15:00
2388,2018-06-10 22:25:00,2018-06-10 22:25:00
2389,2018-06-10 22:35:00,2018-06-10 22:40:00
2390,2018-06-10 23:00:00,2018-06-10 23:00:00
2391,2018-06-10 23:15:00,2018-06-10 23:20:00
2392,2018-06-10 23:30:00,2018-06-10 23:30:00
2393,2018-06-10 23:40:00,2018-06-10 23:40:00
2394,2018-06-11 00:00:00,2018-06-11 00:05:00
2395,2018-06-11 00:20:00,2018-06-11 00:30:00
2396,2018-06-11 00:55:00,2018-06-11 01:00:00
2397,2018-06-11 01:20:00,2018-06-11 01:35:00
2398,2018-06-11 02:00:00,2018-06-11 02:05:00
2399,2018-06-11 02:15:00,2018-06-11 02:15:00
2400,2018-06-11 02:25:00,2018-06-11 02:30:00
2401,2018-06-11 02:45:00,2018-06-11 02:45:00
2402,2018-06-11 03:15:00,2018-06-11 03:40:00
2403,2018-06-11 04:00:00,2018-06-11 04:20:00
2404,2018-06-11 04:35:00,2018-06-11 04:35:00
2405,2018-06-11 05:15:00,2018-06-11 05:20:00
2406,2018-06-11 05:35:00,2018-06-11 05:40:00
2407,2018-06-11 05:50:00,2018-06-11 05:55:00
2408,2018-06-11 06:15:00,2018-06-11 06:15:00
2409,2018-06-11 06:25:00,2018-06-11 06:25:00
2410,2018-06-11 06:35:00,2018-06-11 06:35:00
2411,2018-06-11 07:00:00,2018-06-11 07:05:00
2412,2018-06-11 07:20:00,2018-06-11 07:25:00
2413,2018-06-11 08:05:00,2018-06-11 08:05:00
2414,2018-06-11 08:25:00,2018-06-11 08:35:00
2415,2018-06-11 08:45:00,2018-06-11 08:45:00
2416,2018-06-11 08:55:00,2018-06-11 09:25:00
2417,2018-06-11 09:35:00,2018-06-11 09:40:00
2418,2018-06-11 10:00:00,2018-06-11 10:05:00
2419,2018-06-11 11:25:00,2018-06-11 11:40:00
2420,2018-06-11 11:55:00,2018-06-11 11:55:00
2421,2018-06-11 12:05:00,2018-06-11 12:15:00
2422,2018-06-11 12:50:00,2018-06-11 12:55:00
2423,2018-06-11 13:10:00,2018-06-11 13:10:00
2424,2018-06-11 13:25:00,2018-06-11 13:25:00
2425,2018-06-11 13:55:00,2018-06-11 14:15:00
2426,2018-06-11 14:35:00,2018-06-11 14:35:00
2427,2018-06-11 14:50:00,2018-06-11 15:05:00
2428,2018-06-11 15:15:00,2018-06-11 15:20:00
2429,2018-06-11 15:30:00,2018-06-11 15:50:00
2430,2018-06-11 16:05:00,2018-06-11 16:15:00
2431,2018-06-11 16:25:00,2018-06-11 16:25:00
2432,2018-06-11 16:35:00,2018-06-11 16:55:00
2433,2018-06-11 17:05:00,2018-06-11 17:10:00
2434,2018-06-11 17:25:00,2018-06-11 17:25:00
2435,2018-06-11 17:40:00,2018-06-11 17:40:00
2436,2018-06-11 18:00:00,2018-06-11 18:00:00
2437,2018-06-11 18:10:00,2018-06-11 18:10:00
2438,2018-06-11 18:25:00,2018-06-11 18:25:00
2439,2018-06-11 18:45:00,2018-06-11 18:45:00
2440,2018-06-11 19:00:00,2018-06-11 19:05:00
2441,2018-06-11 19:15:00,2018-06-11 19:15:00
2442,2018-06-11 19:35:00,2018-06-11 19:35:00
2443,2018-06-11 19:50:00,2018-06-11 19:50:00
2444,2018-06-11 20:00:00,2018-06-11 20:05:00
2445,2018-06-11 20:15:00,2018-06-11 20:20:00
2446,2018-06-11 20:30:00,2018-06-11 20:30:00
2447,2018-06-11 20:45:00,2018-06-11 20:45:00
2448,2018-06-11 21:05:00,2018-06-11 21:05:00
2449,2018-06-11 21:15:00,2018-06-11 21:15:00
2450,2018-06-11 22:00:00,2018-06-11 22:00:00
2451,2018-06-11 22:15:00,2018-06-11 22:15:00
2452,2018-06-11 22:25:00,2018-06-11 22:30:00
2453,2018-06-11 22:55:00,2018-06-11 22:55:00
2454,2018-06-11 23:10:00,2018-06-11 23:20:00
2455,2018-06-11 23:30:00,2018-06-12 00:50:00
2456,2018-06-12 01:05:00,2018-06-12 01:05:00
2457,2018-06-12 01:20:00,2018-06-12 01:25:00
2458,2018-06-12 01:35:00,2018-06-12 01:40:00
2459,2018-06-12 01:55:00,2018-06-12 01:55:00
2460,2018-06-12 02:10:00,2018-06-12 02:15:00
2461,2018-06-12 02:25:00,2018-06-12 02:25:00
2462,2018-06-12 02:45:00,2018-06-12 02:45:00
2463,2018-06-12 03:00:00,2018-06-12 03:05:00
2464,2018-06-12 03:15:00,2018-06-12 03:20:00
2465,2018-06-12 03:40:00,2018-06-12 03:45:00
2466,2018-06-12 03:55:00,2018-06-12 04:10:00
2467,2018-06-12 04:20:00,2018-06-12 05:30:00
2468,2018-06-12 05:40:00,2018-06-12 05:50:00
2469,2018-06-12 06:05:00,2018-06-12 06:05:00
2470,2018-06-12 06:30:00,2018-06-12 06:35:00
2471,2018-06-12 06:50:00,2018-06-12 06:50:00
2472,2018-06-12 07:05:00,2018-06-12 07:20:00
2473,2018-06-12 07:30:00,2018-06-12 07:30:00
2474,2018-06-12 08:00:00,2018-06-12 08:00:00
2475,2018-06-12 08:15:00,2018-06-12 08:20:00
2476,2018-06-12 08:35:00,2018-06-12 08:35:00
2477,2018-06-12 08:50:00,2018-06-12 08:55:00
2478,2018-06-12 09:05:00,2018-06-12 09:05:00
2479,2018-06-12 09:40:00,2018-06-12 09:50:00
2480,2018-06-12 10:20:00,2018-06-12 10:20:00
2481,2018-06-12 10:40:00,2018-06-12 10:40:00
2482,2018-06-12 10:55:00,2018-06-12 10:55:00
2483,2018-06-12 11:10:00,2018-06-12 11:10:00
2484,2018-06-12 11:25:00,2018-06-12 11:25:00
2485,2018-06-12 11:40:00,2018-06-12 11:40:00
