,session_start,session_end
3649,2018-08-15 23:10:00,2018-08-15 23:10:00
3650,2018-08-16 03:05:00,2018-08-16 03:05:00
3651,2018-08-16 03:50:00,2018-08-16 05:10:00
3652,2018-08-16 05:25:00,2018-08-16 05:25:00
3653,2018-08-16 05:45:00,2018-08-16 06:55:00
3654,2018-08-16 07:05:00,2018-08-16 07:05:00
3655,2018-08-16 08:00:00,2018-08-16 08:10:00
3656,2018-08-16 08:25:00,2018-08-16 08:25:00
3657,2018-08-16 10:50:00,2018-08-16 10:50:00
3658,2018-08-16 14:45:00,2018-08-16 15:00:00
3659,2018-08-16 15:10:00,2018-08-16 15:10:00
3660,2018-08-16 15:40:00,2018-08-16 15:40:00
3661,2018-08-16 16:00:00,2018-08-16 16:10:00
3662,2018-08-17 02:50:00,2018-08-17 03:30:00
3663,2018-08-17 04:40:00,2018-08-17 05:10:00
3664,2018-08-17 08:20:00,2018-08-17 08:25:00
3665,2018-08-17 09:20:00,2018-08-17 09:40:00
3666,2018-08-17 10:45:00,2018-08-17 10:45:00
3667,2018-08-17 11:00:00,2018-08-17 11:00:00
3668,2018-08-17 11:10:00,2018-08-17 11:10:00
3669,2018-08-17 11:30:00,2018-08-17 11:30:00
3670,2018-08-17 11:45:00,2018-08-17 11:45:00
3671,2018-08-17 12:10:00,2018-08-17 12:10:00
3672,2018-08-17 18:35:00,2018-08-17 18:35:00
3673,2018-08-19 01:35:00,2018-08-19 01:35:00
3674,2018-08-19 09:15:00,2018-08-19 09:15:00
3675,2018-08-19 14:45:00,2018-08-19 14:50:00
3676,2018-08-20 08:00:00,2018-08-20 08:00:00
3677,2018-08-20 14:50:00,2018-08-20 14:55:00
3678,2018-08-20 15:10:00,2018-08-20 15:15:00
3679,2018-08-20 15:45:00,2018-08-20 15:45:00
3680,2018-08-20 17:00:00,2018-08-20 17:00:00
3681,2018-08-20 17:30:00,2018-08-20 18:15:00
3682,2018-08-20 18:30:00,2018-08-20 18:30:00
3683,2018-08-20 18:40:00,2018-08-20 18:45:00
3684,2018-08-20 18:55:00,2018-08-20 19:20:00
3685,2018-08-20 20:00:00,2018-08-20 20:00:00
3686,2018-08-21 02:45:00,2018-08-21 02:45:00
3687,2018-08-21 04:05:00,2018-08-21 04:05:00
3688,2018-08-21 05:40:00,2018-08-21 08:05:00
3689,2018-08-21 09:55:00,2018-08-21 10:00:00
3690,2018-08-21 10:30:00,2018-08-21 10:30:00
3691,2018-08-21 12:10:00,2018-08-21 13:05:00
3692,2018-08-21 13:35:00,2018-08-21 13:35:00
3693,2018-08-21 14:05:00,2018-08-21 14:20:00
3694,2018-08-21 17:05:00,2018-08-21 17:05:00
3695,2018-08-22 07:25:00,2018-08-22 07:25:00
3696,2018-08-22 13:25:00,2018-08-22 13:25:00
3697,2018-08-22 13:40:00,2018-08-22 13:40:00
3698,2018-08-22 17:30:00,2018-08-22 17:35:00
3699,2018-08-22 18:10:00,2018-08-22 19:35:00
3700,2018-08-22 19:50:00,2018-08-22 19:50:00
3701,2018-08-22 22:00:00,2018-08-22 22:05:00
3702,2018-08-22 23:55:00,2018-08-23 00:00:00
3703,2018-08-23 00:10:00,2018-08-23 00:15:00
3704,2018-08-23 00:25:00,2018-08-23 00:30:00
3705,2018-08-23 00:45:00,2018-08-23 01:10:00
3706,2018-08-23 01:25:00,2018-08-23 02:15:00
3707,2018-08-23 04:00:00,2018-08-23 04:00:00
3708,2018-08-23 04:45:00,2018-08-23 04:45:00
3709,2018-08-23 04:55:00,2018-08-23 04:55:00
3710,2018-08-23 05:05:00,2018-08-23 05:10:00
3711,2018-08-23 05:25:00,2018-08-23 05:25:00
3712,2018-08-23 06:05:00,2018-08-23 06:05:00
3713,2018-08-23 06:20:00,2018-08-23 06:20:00
3714,2018-08-23 06:50:00,2018-08-23 06:50:00
3715,2018-08-23 08:00:00,2018-08-23 08:00:00
3716,2018-08-23 08:10:00,2018-08-23 08:15:00
3717,2018-08-23 08:50:00,2018-08-23 08:50:00
3718,2018-08-23 09:20:00,2018-08-23 09:20:00
3719,2018-08-23 09:30:00,2018-08-23 09:55:00
3720,2018-08-23 10:10:00,2018-08-23 10:10:00
3721,2018-08-23 10:20:00,2018-08-23 10:30:00
3722,2018-08-23 10:40:00,2018-08-23 11:00:00
3723,2018-08-23 11:15:00,2018-08-23 11:15:00
3724,2018-08-23 11:30:00,2018-08-23 11:40:00
3725,2018-08-23 11:50:00,2018-08-23 11:50:00
3726,2018-08-23 12:00:00,2018-08-23 12:05:00
3727,2018-08-23 12:15:00,2018-08-23 12:15:00
3728,2018-08-23 12:30:00,2018-08-23 12:35:00
3729,2018-08-23 12:50:00,2018-08-23 13:20:00
3730,2018-08-23 13:30:00,2018-08-23 15:55:00
3731,2018-08-23 16:05:00,2018-08-23 16:05:00
3732,2018-08-23 16:55:00,2018-08-23 17:00:00
3733,2018-08-23 17:20:00,2018-08-23 17:20:00
3734,2018-08-23 17:45:00,2018-08-23 17:45:00
3735,2018-08-23 18:00:00,2018-08-23 18:00:00
3736,2018-08-23 18:10:00,2018-08-23 18:35:00
3737,2018-08-24 20:00:00,2018-08-24 20:00:00
3738,2018-08-24 22:30:00,2018-08-24 23:05:00
3739,2018-08-24 23:15:00,2018-08-24 23:25:00
3740,2018-08-24 23:35:00,2018-08-24 23:40:00
3741,2018-08-25 01:25:00,2018-08-25 01:35:00
3742,2018-08-25 02:45:00,2018-08-25 03:00:00
3743,2018-08-25 03:10:00,2018-08-25 03:45:00
3744,2018-08-25 04:00:00,2018-08-25 04:05:00
3745,2018-08-25 04:55:00,2018-08-25 05:00:00
3746,2018-08-25 05:10:00,2018-08-25 05:15:00
3747,2018-08-25 05:30:00,2018-08-25 05:35:00
3748,2018-08-25 05:50:00,2018-08-25 06:05:00
3749,2018-08-25 06:20:00,2018-08-25 06:20:00
3750,2018-08-25 06:30:00,2018-08-25 06:35:00
3751,2018-08-25 06:50:00,2018-08-25 06:50:00
3752,2018-08-25 07:05:00,2018-08-25 07:05:00
3753,2018-08-25 08:25:00,2018-08-25 08:25:00
3754,2018-08-25 08:35:00,2018-08-25 08:35:00
3755,2018-08-25 08:45:00,2018-08-25 08:45:00
3756,2018-08-25 10:00:00,2018-08-25 10:00:00
3757,2018-08-25 13:00:00,2018-08-25 13:05:00
3758,2018-08-25 13:20:00,2018-08-25 13:20:00
3759,2018-08-25 14:00:00,2018-08-25 14:05:00
3760,2018-08-25 14:35:00,2018-08-25 14:35:00
3761,2018-08-25 18:20:00,2018-08-25 18:20:00
3762,2018-08-25 19:00:00,2018-08-25 19:00:00
3763,2018-08-25 22:25:00,2018-08-25 22:30:00
3764,2018-08-26 05:05:00,2018-08-26 05:05:00
3765,2018-08-26 06:05:00,2018-08-26 06:05:00
3766,2018-08-26 14:15:00,2018-08-26 14:15:00
3767,2018-08-26 15:20:00,2018-08-26 15:20:00
3768,2018-08-26 16:05:00,2018-08-26 16:05:00
3769,2018-08-26 16:40:00,2018-08-26 16:40:00
3770,2018-08-26 16:55:00,2018-08-26 17:00:00
3771,2018-08-26 17:10:00,2018-08-26 17:10:00
3772,2018-08-26 17:25:00,2018-08-26 17:35:00
3773,2018-08-26 17:45:00,2018-08-26 17:50:00
3774,2018-08-26 18:00:00,2018-08-26 18:10:00
3775,2018-08-26 18:20:00,2018-08-26 18:25:00
3776,2018-08-26 18:35:00,2018-08-26 18:55:00
3777,2018-08-26 19:05:00,2018-08-26 19:05:00
3778,2018-08-26 19:20:00,2018-08-26 19:25:00
3779,2018-08-26 19:40:00,2018-08-26 20:15:00
3780,2018-08-26 20:40:00,2018-08-26 20:40:00
3781,2018-08-26 20:50:00,2018-08-26 20:50:00
3782,2018-08-26 21:10:00,2018-08-26 21:10:00
3783,2018-08-26 21:45:00,2018-08-26 21:45:00
3784,2018-08-26 22:05:00,2018-08-26 22:05:00
3785,2018-08-26 22:15:00,2018-08-26 22:15:00
3786,2018-08-26 22:25:00,2018-08-26 22:25:00
3787,2018-08-26 22:55:00,2018-08-26 23:00:00
3788,2018-08-26 23:40:00,2018-08-27 00:05:00
3789,2018-08-27 00:15:00,2018-08-27 00:25:00
3790,2018-08-27 00:40:00,2018-08-27 00:40:00
3791,2018-08-27 00:55:00,2018-08-27 01:20:00
3792,2018-08-27 01:35:00,2018-08-27 01:35:00
3793,2018-08-27 01:55:00,2018-08-27 01:55:00
3794,2018-08-27 02:20:00,2018-08-27 02:20:00
3795,2018-08-27 02:35:00,2018-08-27 02:35:00
3796,2018-08-27 02:50:00,2018-08-27 02:50:00
3797,2018-08-27 03:00:00,2018-08-27 03:00:00
3798,2018-08-27 05:40:00,2018-08-27 05:40:00
3799,2018-08-27 07:10:00,2018-08-27 07:15:00
3800,2018-08-27 07:45:00,2018-08-27 07:45:00
3801,2018-08-27 07:55:00,2018-08-27 08:00:00
3802,2018-08-27 08:50:00,2018-08-27 08:50:00
3803,2018-08-27 21:10:00,2018-08-27 21:10:00
3804,2018-08-28 00:15:00,2018-08-28 00:15:00
3805,2018-08-28 02:30:00,2018-08-28 02:35:00
3806,2018-08-28 03:35:00,2018-08-28 03:45:00
3807,2018-08-28 04:05:00,2018-08-28 04:05:00
3808,2018-08-28 04:20:00,2018-08-28 04:20:00
3809,2018-08-28 05:45:00,2018-08-28 05:45:00
3810,2018-08-28 07:30:00,2018-08-28 07:30:00
3811,2018-08-28 07:55:00,2018-08-28 08:00:00
3812,2018-08-28 08:10:00,2018-08-28 08:10:00
3813,2018-08-28 08:55:00,2018-08-28 08:55:00
3814,2018-08-28 10:45:00,2018-08-28 11:05:00
3815,2018-08-28 11:25:00,2018-08-28 12:20:00
3816,2018-08-28 12:30:00,2018-08-28 13:15:00
3817,2018-08-28 13:30:00,2018-08-28 13:30:00
3818,2018-08-28 13:40:00,2018-08-28 13:40:00
3819,2018-08-28 13:50:00,2018-08-28 13:55:00
3820,2018-08-28 14:10:00,2018-08-28 14:10:00
3821,2018-08-28 14:25:00,2018-08-28 14:30:00
3822,2018-08-28 17:10:00,2018-08-28 17:10:00
3823,2018-08-28 19:45:00,2018-08-28 19:45:00
3824,2018-08-28 21:20:00,2018-08-28 22:30:00
3825,2018-08-28 22:40:00,2018-08-28 22:40:00
3826,2018-08-29 01:05:00,2018-08-31 17:20:00
3827,2018-09-01 04:20:00,2018-09-01 04:25:00
3828,2018-09-01 13:40:00,2018-09-01 14:00:00
3829,2018-09-01 14:10:00,2018-09-01 14:10:00
3830,2018-09-01 14:20:00,2018-09-01 15:05:00
3831,2018-09-01 15:15:00,2018-09-01 17:05:00
3832,2018-09-01 22:30:00,2018-09-03 02:30:00
3833,2018-09-03 02:40:00,2018-09-03 03:15:00
3834,2018-09-03 03:25:00,2018-09-03 03:25:00
3835,2018-09-03 04:05:00,2018-09-03 04:05:00
3836,2018-09-03 04:35:00,2018-09-03 05:20:00
3837,2018-09-03 07:15:00,2018-09-03 07:50:00
3838,2018-09-03 08:50:00,2018-09-03 08:55:00
3839,2018-09-03 09:10:00,2018-09-03 09:10:00
3840,2018-09-03 09:30:00,2018-09-03 09:30:00
3841,2018-09-03 09:55:00,2018-09-03 10:00:00
3842,2018-09-03 10:25:00,2018-09-03 10:25:00
3843,2018-09-03 11:30:00,2018-09-03 11:30:00
3844,2018-09-03 11:55:00,2018-09-03 12:00:00
3845,2018-09-04 02:00:00,2018-09-04 02:00:00
3846,2018-09-04 02:10:00,2018-09-04 02:10:00
3847,2018-09-04 09:55:00,2018-09-04 10:10:00
3848,2018-09-04 12:10:00,2018-09-04 12:10:00
3849,2018-09-04 14:30:00,2018-09-04 14:30:00
3850,2018-09-04 16:00:00,2018-09-04 16:00:00
3851,2018-09-04 16:55:00,2018-09-04 16:55:00
3852,2018-09-04 21:40:00,2018-09-04 21:45:00
3853,2018-09-05 10:50:00,2018-09-05 10:50:00
3854,2018-09-05 15:15:00,2018-09-05 15:20:00
3855,2018-09-05 21:00:00,2018-09-05 21:05:00
3856,2018-09-05 21:55:00,2018-09-05 21:55:00
3857,2018-09-05 22:20:00,2018-09-05 22:20:00
3858,2018-09-05 22:50:00,2018-09-05 22:50:00
3859,2018-09-06 06:50:00,2018-09-06 06:55:00
3860,2018-09-06 08:40:00,2018-09-06 08:45:00
3861,2018-09-06 10:45:00,2018-09-06 10:45:00
3862,2018-09-06 14:45:00,2018-09-06 16:05:00
3863,2018-09-06 23:45:00,2018-09-06 23:50:00
3864,2018-09-07 00:00:00,2018-09-07 00:00:00
3865,2018-09-07 00:40:00,2018-09-07 00:40:00
3866,2018-09-07 01:00:00,2018-09-07 01:15:00
3867,2018-09-07 23:40:00,2018-09-07 23:40:00
3868,2018-09-08 02:45:00,2018-09-08 02:45:00
3869,2018-09-08 04:40:00,2018-09-08 04:40:00
3870,2018-09-08 10:05:00,2018-09-08 10:25:00
3871,2018-09-08 20:10:00,2018-09-08 20:10:00
3872,2018-09-08 20:20:00,2018-09-08 20:20:00
3873,2018-09-09 01:05:00,2018-09-09 01:05:00
3874,2018-09-09 03:35:00,2018-09-09 03:55:00
3875,2018-09-09 05:10:00,2018-09-09 05:15:00
3876,2018-09-09 07:35:00,2018-09-09 07:35:00
3877,2018-09-09 07:45:00,2018-09-09 07:45:00
3878,2018-09-09 08:05:00,2018-09-09 08:05:00
3879,2018-09-09 08:30:00,2018-09-09 08:30:00
3880,2018-09-09 09:25:00,2018-09-09 09:25:00
3881,2018-09-09 10:50:00,2018-09-09 10:50:00
3882,2018-09-09 11:00:00,2018-09-09 11:00:00
3883,2018-09-09 20:20:00,2018-09-09 20:20:00
3884,2018-09-10 05:30:00,2018-09-10 05:30:00
3885,2018-09-10 20:50:00,2018-09-10 20:50:00
3886,2018-09-10 22:00:00,2018-09-10 22:00:00
3887,2018-09-10 22:35:00,2018-09-10 22:35:00
3888,2018-09-11 00:50:00,2018-09-11 00:50:00
3889,2018-09-11 01:25:00,2018-09-11 01:30:00
3890,2018-09-11 01:55:00,2018-09-11 02:00:00
3891,2018-09-11 02:10:00,2018-09-11 02:30:00
3892,2018-09-11 02:40:00,2018-09-11 02:40:00
3893,2018-09-11 02:50:00,2018-09-11 02:50:00
3894,2018-09-11 03:30:00,2018-09-11 03:30:00
3895,2018-09-11 03:55:00,2018-09-11 03:55:00
3896,2018-09-11 11:55:00,2018-09-11 11:55:00
3897,2018-09-11 15:15:00,2018-09-11 15:35:00
3898,2018-09-11 16:45:00,2018-09-11 16:45:00
3899,2018-09-11 17:25:00,2018-09-11 17:25:00
3900,2018-09-11 18:20:00,2018-09-11 18:20:00
3901,2018-09-11 18:35:00,2018-09-11 18:35:00
3902,2018-09-11 18:45:00,2018-09-11 18:50:00
3903,2018-09-11 19:05:00,2018-09-11 19:05:00
3904,2018-09-11 19:45:00,2018-09-11 19:45:00
3905,2018-09-11 21:45:00,2018-09-11 21:45:00
3906,2018-09-11 21:55:00,2018-09-11 21:55:00
3907,2018-09-11 23:10:00,2018-09-11 23:10:00
3908,2018-09-12 04:25:00,2018-09-12 04:25:00
3909,2018-09-12 05:55:00,2018-09-12 06:00:00
3910,2018-09-12 08:55:00,2018-09-12 08:55:00
3911,2018-09-12 11:00:00,2018-09-12 11:00:00
3912,2018-09-12 12:20:00,2018-09-12 12:30:00
3913,2018-09-12 23:35:00,2018-09-12 23:35:00
3914,2018-09-13 02:35:00,2018-09-13 02:35:00
3915,2018-09-13 02:45:00,2018-09-13 02:45:00
3916,2018-09-13 03:40:00,2018-09-13 03:40:00
3917,2018-09-13 04:20:00,2018-09-13 04:20:00
3918,2018-09-13 08:00:00,2018-09-13 08:00:00
3919,2018-09-13 20:35:00,2018-09-13 20:40:00
3920,2018-09-13 21:35:00,2018-09-13 21:35:00
3921,2018-09-13 21:45:00,2018-09-13 21:50:00
3922,2018-09-14 05:50:00,2018-09-14 05:50:00
3923,2018-09-14 10:40:00,2018-09-14 10:40:00
3924,2018-09-14 14:40:00,2018-09-14 14:45:00
3925,2018-09-14 15:00:00,2018-09-14 15:00:00
3926,2018-09-14 16:35:00,2018-09-14 16:35:00
3927,2018-09-14 17:50:00,2018-09-14 17:55:00
3928,2018-09-14 18:40:00,2018-09-14 18:45:00
3929,2018-09-14 19:00:00,2018-09-14 19:05:00
3930,2018-09-14 19:25:00,2018-09-14 19:30:00
3931,2018-09-14 19:40:00,2018-09-14 19:45:00
3932,2018-09-14 20:30:00,2018-09-14 20:30:00
3933,2018-09-14 21:10:00,2018-09-14 21:10:00
3934,2018-09-15 03:45:00,2018-09-15 03:45:00
3935,2018-09-15 05:55:00,2018-09-15 05:55:00
3936,2018-09-15 06:50:00,2018-09-15 07:25:00
3937,2018-09-15 08:35:00,2018-09-17 20:15:00
3938,2018-09-17 20:50:00,2018-09-17 20:50:00
3939,2018-09-17 23:30:00,2018-09-17 23:30:00
3940,2018-09-18 00:10:00,2018-09-18 00:15:00
3941,2018-09-18 00:50:00,2018-09-18 00:55:00
3942,2018-09-18 01:15:00,2018-09-18 01:15:00
3943,2018-09-18 02:20:00,2018-09-18 02:25:00
3944,2018-09-19 06:30:00,2018-09-19 06:30:00
3945,2018-09-19 06:40:00,2018-09-19 06:40:00
3946,2018-09-19 12:05:00,2018-09-19 12:05:00
3947,2018-09-19 16:15:00,2018-09-19 16:55:00
3948,2018-09-19 17:05:00,2018-09-19 17:05:00
3949,2018-09-19 19:45:00,2018-09-19 19:45:00
3950,2018-09-20 23:40:00,2018-09-20 23:45:00
3951,2018-09-21 01:20:00,2018-09-21 01:20:00
3952,2018-09-21 03:45:00,2018-09-21 03:50:00
3953,2018-09-21 04:05:00,2018-09-21 04:15:00
3954,2018-09-21 04:55:00,2018-09-21 04:55:00
3955,2018-09-21 09:55:00,2018-09-21 09:55:00
3956,2018-09-21 10:20:00,2018-09-21 10:20:00
3957,2018-09-21 10:30:00,2018-09-21 10:30:00
3958,2018-09-21 10:50:00,2018-09-21 10:50:00
3959,2018-09-22 09:45:00,2018-09-22 10:35:00
3960,2018-09-23 05:00:00,2018-09-23 05:00:00
3961,2018-09-23 09:40:00,2018-09-23 09:40:00
3962,2018-09-23 10:05:00,2018-09-23 10:10:00
3963,2018-09-23 10:40:00,2018-09-23 10:40:00
3964,2018-09-23 10:50:00,2018-09-23 10:55:00
3965,2018-09-25 13:15:00,2018-09-26 04:10:00
3966,2018-09-26 04:20:00,2018-09-26 06:50:00
3967,2018-09-26 07:00:00,2018-09-27 12:40:00
3968,2018-09-27 12:50:00,2018-09-27 12:50:00
3969,2018-09-27 13:00:00,2018-09-27 13:00:00
3970,2018-09-27 13:15:00,2018-09-27 13:15:00
3971,2018-09-27 13:45:00,2018-09-27 14:40:00
3972,2018-09-27 14:50:00,2018-09-27 19:05:00
3973,2018-09-27 19:20:00,2018-09-27 19:20:00
3974,2018-09-27 21:45:00,2018-09-28 02:40:00
3975,2018-09-28 02:50:00,2018-09-28 03:55:00
3976,2018-09-28 08:00:00,2018-09-28 09:45:00
3977,2018-09-28 10:05:00,2018-09-28 10:50:00
3978,2018-09-28 11:00:00,2018-09-29 02:00:00
3979,2018-09-29 07:20:00,2018-09-29 07:20:00
3980,2018-09-29 09:20:00,2018-09-29 09:20:00
3981,2018-09-29 14:55:00,2018-09-29 14:55:00
3982,2018-09-30 13:45:00,2018-09-30 13:45:00
3983,2018-09-30 16:45:00,2018-09-30 16:45:00
3984,2018-09-30 17:50:00,2018-09-30 17:50:00
3985,2018-10-01 13:20:00,2018-10-01 13:20:00
3986,2018-10-01 15:05:00,2018-10-01 15:05:00
3987,2018-10-01 17:15:00,2018-10-01 17:15:00
3988,2018-10-01 21:40:00,2018-10-01 21:40:00
3989,2018-10-02 00:05:00,2018-10-02 00:05:00
3990,2018-10-02 08:50:00,2018-10-02 08:50:00
3991,2018-10-02 12:50:00,2018-10-02 12:50:00
3992,2018-10-02 13:45:00,2018-10-02 13:45:00
3993,2018-10-02 13:55:00,2018-10-02 13:55:00
3994,2018-10-02 14:05:00,2018-10-02 14:10:00
3995,2018-10-02 14:20:00,2018-10-02 14:20:00
3996,2018-10-02 14:30:00,2018-10-02 15:05:00
3997,2018-10-02 15:15:00,2018-10-02 15:20:00
3998,2018-10-02 15:30:00,2018-10-02 15:45:00
3999,2018-10-02 16:25:00,2018-10-02 16:25:00
4000,2018-10-02 16:55:00,2018-10-02 16:55:00
4001,2018-10-02 17:15:00,2018-10-02 18:00:00
4002,2018-10-02 18:30:00,2018-10-02 18:30:00
4003,2018-10-02 18:45:00,2018-10-02 18:45:00
4004,2018-10-02 19:15:00,2018-10-02 19:15:00
4005,2018-10-02 21:35:00,2018-10-02 21:35:00
4006,2018-10-02 23:45:00,2018-10-02 23:45:00
4007,2018-10-03 00:00:00,2018-10-03 00:00:00
4008,2018-10-03 00:20:00,2018-10-03 00:20:00
4009,2018-10-03 05:55:00,2018-10-03 05:55:00
4010,2018-10-03 06:50:00,2018-10-03 06:50:00
4011,2018-10-03 08:00:00,2018-10-03 08:00:00
4012,2018-10-03 08:20:00,2018-10-03 08:25:00
4013,2018-10-03 08:40:00,2018-10-03 11:10:00
4014,2018-10-03 11:20:00,2018-10-03 13:05:00
4015,2018-10-03 13:25:00,2018-10-03 13:25:00
4016,2018-10-03 13:45:00,2018-10-03 13:45:00
4017,2018-10-03 14:05:00,2018-10-03 14:05:00
4018,2018-10-04 10:00:00,2018-10-04 10:00:00
4019,2018-10-04 12:10:00,2018-10-04 12:10:00
4020,2018-10-04 20:50:00,2018-10-04 20:50:00
4021,2018-10-04 22:30:00,2018-10-04 22:30:00
4022,2018-10-04 23:00:00,2018-10-04 23:00:00
4023,2018-10-05 19:10:00,2018-10-05 19:10:00
4024,2018-10-06 00:35:00,2018-10-06 00:35:00
4025,2018-10-07 14:30:00,2018-10-07 14:30:00
4026,2018-10-07 14:50:00,2018-10-07 14:50:00
4027,2018-10-07 17:40:00,2018-10-07 17:40:00
4028,2018-10-07 21:30:00,2018-10-07 21:30:00
4029,2018-10-07 22:30:00,2018-10-07 22:30:00
4030,2018-10-08 12:20:00,2018-10-08 12:20:00
4031,2018-10-12 11:50:00,2018-10-12 11:50:00
4032,2018-10-16 08:15:00,2018-10-16 08:20:00
4033,2018-10-16 08:30:00,2018-10-16 14:35:00
4034,2018-10-16 14:50:00,2018-10-17 16:20:00
4035,2018-10-17 16:30:00,2018-10-19 01:00:00
4036,2018-10-19 01:10:00,2018-10-19 01:25:00
4037,2018-10-19 01:50:00,2018-10-19 01:50:00
4038,2018-10-19 04:00:00,2018-10-19 04:00:00
4039,2018-10-19 04:10:00,2018-10-19 04:10:00
4040,2018-10-19 04:30:00,2018-10-19 04:30:00
4041,2018-10-19 04:50:00,2018-10-19 04:50:00
4042,2018-10-19 05:40:00,2018-10-19 05:40:00
4043,2018-10-19 06:35:00,2018-10-19 06:35:00
4044,2018-10-19 07:00:00,2018-10-19 07:05:00
4045,2018-10-19 07:20:00,2018-10-19 07:20:00
4046,2018-10-19 07:35:00,2018-10-19 07:40:00
4047,2018-10-19 08:40:00,2018-10-19 08:40:00
4048,2018-10-19 09:15:00,2018-10-19 09:20:00
4049,2018-10-19 09:35:00,2018-10-19 09:45:00
4050,2018-10-19 10:55:00,2018-10-19 10:55:00
4051,2018-10-19 11:30:00,2018-10-19 11:30:00
4052,2018-10-19 14:50:00,2018-10-19 15:00:00
4053,2018-10-19 15:35:00,2018-10-19 15:35:00
4054,2018-10-19 16:00:00,2018-10-19 16:00:00
4055,2018-10-21 00:35:00,2018-10-21 00:35:00
4056,2018-10-22 19:15:00,2018-10-22 20:30:00
4057,2018-10-22 21:00:00,2018-10-22 21:00:00
4058,2018-10-22 21:15:00,2018-10-22 21:20:00
4059,2018-10-22 21:40:00,2018-10-22 21:40:00
4060,2018-10-23 10:15:00,2018-10-23 11:40:00
4061,2018-10-23 11:50:00,2018-10-23 17:50:00
4062,2018-10-23 18:05:00,2018-10-23 18:20:00
4063,2018-10-23 18:30:00,2018-10-23 18:30:00
4064,2018-10-23 20:45:00,2018-10-23 20:45:00
4065,2018-10-25 17:00:00,2018-10-25 18:10:00
4066,2018-10-26 04:25:00,2018-10-26 04:25:00
4067,2018-10-26 10:40:00,2018-10-26 17:35:00
4068,2018-10-27 09:05:00,2018-10-27 09:05:00
4069,2018-10-27 09:15:00,2018-10-27 09:15:00
4070,2018-10-27 09:50:00,2018-10-27 10:10:00
4071,2018-10-27 10:20:00,2018-10-27 11:00:00
4072,2018-10-27 11:10:00,2018-10-27 11:10:00
4073,2018-10-27 11:20:00,2018-10-27 11:25:00
4074,2018-10-27 11:40:00,2018-10-27 11:40:00
4075,2018-10-27 17:45:00,2018-10-27 17:45:00
4076,2018-10-27 19:50:00,2018-10-27 19:50:00
4077,2018-10-27 22:35:00,2018-10-27 23:35:00
4078,2018-10-28 00:20:00,2018-10-28 00:20:00
4079,2018-10-28 00:30:00,2018-10-28 00:30:00
4080,2018-10-28 02:40:00,2018-10-28 02:40:00
4081,2018-10-28 03:00:00,2018-10-28 03:00:00
4082,2018-10-28 03:45:00,2018-10-28 03:45:00
4083,2018-10-28 03:55:00,2018-10-28 03:55:00
4084,2018-10-28 05:20:00,2018-10-28 05:20:00
4085,2018-10-28 05:30:00,2018-10-28 05:30:00
4086,2018-10-28 05:50:00,2018-10-28 05:50:00
4087,2018-10-28 06:20:00,2018-10-28 06:35:00
4088,2018-10-28 06:45:00,2018-10-28 06:55:00
4089,2018-10-28 07:05:00,2018-10-28 07:05:00
4090,2018-10-28 07:15:00,2018-10-28 07:20:00
4091,2018-10-28 13:45:00,2018-10-28 13:50:00
4092,2018-10-28 14:00:00,2018-10-28 14:00:00
4093,2018-10-28 15:35:00,2018-10-28 15:35:00
4094,2018-10-28 18:40:00,2018-10-28 18:45:00
4095,2018-10-28 20:40:00,2018-10-28 20:45:00
4096,2018-10-28 21:00:00,2018-10-28 21:00:00
4097,2018-10-28 21:40:00,2018-10-28 21:40:00
4098,2018-10-28 22:00:00,2018-10-28 22:10:00
4099,2018-10-28 22:20:00,2018-10-28 22:20:00
4100,2018-10-28 22:40:00,2018-10-28 22:40:00
4101,2018-10-29 09:20:00,2018-10-29 09:20:00
4102,2018-10-29 12:35:00,2018-10-29 12:35:00
4103,2018-10-29 21:15:00,2018-10-29 21:20:00
4104,2018-10-29 23:20:00,2018-10-29 23:20:00
4105,2018-10-29 23:30:00,2018-10-29 23:30:00
4106,2018-10-29 23:40:00,2018-10-29 23:40:00
4107,2018-10-30 00:05:00,2018-10-30 00:05:00
4108,2018-10-30 02:35:00,2018-10-30 02:35:00
4109,2018-10-30 02:55:00,2018-10-30 02:55:00
4110,2018-10-30 03:35:00,2018-10-30 03:35:00
4111,2018-10-30 21:45:00,2018-10-30 21:45:00
4112,2018-10-31 15:50:00,2018-10-31 15:50:00
4113,2018-11-01 15:05:00,2018-11-01 15:05:00
4114,2018-11-01 15:40:00,2018-11-01 15:50:00
4115,2018-11-01 16:00:00,2018-11-01 16:00:00
4116,2018-11-01 16:10:00,2018-11-01 16:10:00
4117,2018-11-01 16:40:00,2018-11-01 16:40:00
4118,2018-11-01 17:00:00,2018-11-01 17:00:00
4119,2018-11-01 17:10:00,2018-11-01 17:15:00
4120,2018-11-02 04:40:00,2018-11-02 04:50:00
4121,2018-11-02 05:40:00,2018-11-02 05:40:00
4122,2018-11-02 07:20:00,2018-11-02 07:20:00
4123,2018-11-02 07:45:00,2018-11-02 07:45:00
4124,2018-11-02 08:15:00,2018-11-02 08:15:00
4125,2018-11-02 10:55:00,2018-11-02 10:55:00
4126,2018-11-02 11:05:00,2018-11-02 11:15:00
4127,2018-11-02 12:20:00,2018-11-02 12:20:00
4128,2018-11-02 15:45:00,2018-11-02 15:45:00
4129,2018-11-02 19:45:00,2018-11-02 19:45:00
4130,2018-11-02 20:45:00,2018-11-02 20:45:00
