,time,Cyclone_Inlet_Gas_Temp,Cyclone_Material_Temp,Cyclone_Outlet_Gas_draft,Cyclone_cone_draft,Cyclone_Gas_Outlet_Temp,Cyclone_Inlet_Draft,year,month,anomaly
305633,2019-11-30 05:15:00,245.05,91.9,5.35,-3.76,223.25,2.48,2019,11,-1
305634,2019-11-30 05:20:00,243.73,91.29,5.5,-3.72,222.1,2.62,2019,11,-1
305635,2019-11-30 05:25:00,242.61,90.78,5.35,-3.94,221.13,2.42,2019,11,-1
305636,2019-11-30 05:30:00,241.47,90.41,5.6,-3.68,220.3,2.67,2019,11,-1
305637,2019-11-30 05:35:00,240.08,90.88,7.04,-2.82,219.26,4.3,2019,11,-1
305638,2019-11-30 05:40:00,238.48,94.5,8.73,-1.19,218.08,5.94,2019,11,-1
305639,2019-11-30 05:45:00,236.19,90.94,7.09,-1.92,216.32,3.87,2019,11,-1
305640,2019-11-30 05:50:00,235.16,89.74,6.26,-2.66,214.77,3.31,2019,11,-1
305641,2019-11-30 05:55:00,233.96,88.9,6.18,-2.94,213.09,3.17,2019,11,-1
305642,2019-11-30 06:00:00,232.71,88.33,5.93,-2.88,211.52,2.99,2019,11,-1
305643,2019-11-30 06:05:00,231.39,87.76,5.8,-3.28,210.31,2.9,2019,11,-1
305644,2019-11-30 06:10:00,230.26,87.0,6.04,-3.03,209.53,3.63,2019,11,-1
305645,2019-11-30 06:15:00,229.17,86.26,5.71,-3.29,208.79,3.04,2019,11,-1
305646,2019-11-30 06:20:00,228.12,85.48,5.51,-3.55,208.48,2.62,2019,11,-1
305647,2019-11-30 06:25:00,227.41,84.64,5.5,-3.33,208.29,2.64,2019,11,-1
305648,2019-11-30 06:30:00,226.56,85.13,5.04,-3.73,207.93,2.37,2019,11,-1
305649,2019-11-30 06:35:00,225.96,91.43,7.73,-1.93,207.62,4.8,2019,11,-1
305650,2019-11-30 06:40:00,225.32,97.64,6.14,-3.53,207.24,2.85,2019,11,-1
305651,2019-11-30 06:45:00,224.44,93.74,5.81,-3.36,206.51,2.72,2019,11,-1
305652,2019-11-30 06:50:00,223.36,90.42,5.66,-3.41,205.14,2.66,2019,11,-1
305653,2019-11-30 06:55:00,221.94,87.88,5.48,-3.23,203.36,2.51,2019,11,-1
305654,2019-11-30 07:00:00,220.32,85.98,5.41,-3.31,201.24,2.58,2019,11,-1
305655,2019-11-30 07:05:00,218.99,84.56,5.29,-3.15,199.45,2.43,2019,11,-1
305656,2019-11-30 07:10:00,218.01,84.38,6.88,-2.83,197.99,4.07,2019,11,-1
305657,2019-11-30 07:15:00,217.32,89.81,5.61,-3.01,196.97,2.64,2019,11,-1
305658,2019-11-30 07:20:00,216.92,88.74,5.43,-3.35,195.32,2.54,2019,11,-1
305659,2019-11-30 07:25:00,216.88,86.28,5.41,-3.7,193.76,2.39,2019,11,-1
305660,2019-11-30 07:30:00,216.77,84.08,5.05,-3.7,192.21,2.49,2019,11,-1
305661,2019-11-30 07:35:00,216.29,82.66,5.06,-3.66,190.55,2.14,2019,11,-1
305662,2019-11-30 07:40:00,215.54,81.53,5.18,-3.75,188.9,2.57,2019,11,-1
305663,2019-11-30 07:45:00,214.44,81.37,6.43,-2.71,188.0,3.59,2019,11,-1
305664,2019-11-30 07:50:00,213.28,91.29,5.71,-3.49,187.35,2.82,2019,11,-1
305665,2019-11-30 07:55:00,212.47,91.61,4.73,-4.0,186.69,1.92,2019,11,-1
305666,2019-11-30 08:00:00,211.52,87.72,4.89,-3.75,185.7,2.05,2019,11,-1
305667,2019-11-30 08:05:00,210.35,84.71,5.0,-3.58,184.79,2.1,2019,11,-1
305668,2019-11-30 08:10:00,209.2,82.63,4.69,-3.94,183.73,1.79,2019,11,-1
305669,2019-11-30 08:15:00,207.91,81.25,4.54,-3.69,182.76,1.73,2019,11,-1
305670,2019-11-30 08:20:00,206.28,82.07,5.57,-3.06,181.84,2.7,2019,11,-1
305671,2019-11-30 08:25:00,204.97,86.08,5.6,-3.17,180.99,2.74,2019,11,-1
305672,2019-11-30 08:30:00,204.42,86.29,4.45,-4.28,180.21,1.57,2019,11,-1
305673,2019-11-30 08:35:00,203.42,83.16,4.28,-4.27,179.36,1.38,2019,11,-1
305674,2019-11-30 08:40:00,201.94,80.77,4.38,-3.82,178.36,1.37,2019,11,-1
305675,2019-11-30 08:45:00,200.54,79.33,4.17,-4.29,177.24,1.3,2019,11,-1
305676,2019-11-30 08:50:00,199.95,77.65,3.99,-4.28,176.12,1.18,2019,11,-1
305677,2019-11-30 08:55:00,199.27,76.71,3.83,-4.84,175.09,0.76,2019,11,-1
305678,2019-11-30 09:00:00,198.39,75.86,3.82,-4.3,173.94,0.9,2019,11,-1
305679,2019-11-30 09:05:00,197.34,75.13,3.67,-4.32,172.74,0.86,2019,11,-1
305680,2019-11-30 09:10:00,196.11,75.06,3.51,-4.25,171.82,1.62,2019,11,-1
305681,2019-11-30 09:15:00,195.32,80.25,4.84,-3.23,171.22,2.2,2019,11,-1
305682,2019-11-30 09:20:00,194.49,80.73,4.33,-4.44,170.8,1.18,2019,11,-1
305683,2019-11-30 09:25:00,193.39,80.08,3.65,-4.4,170.13,1.07,2019,11,-1
305684,2019-11-30 09:30:00,192.39,78.08,4.06,-4.06,169.14,1.23,2019,11,-1
305685,2019-11-30 09:35:00,191.39,76.84,3.93,-4.44,168.14,0.94,2019,11,-1
305686,2019-11-30 09:40:00,190.45,75.92,3.67,-4.45,167.26,1.05,2019,11,-1
305687,2019-11-30 09:45:00,189.44,74.91,4.56,-4.03,166.57,1.81,2019,11,-1
305688,2019-11-30 09:50:00,188.72,80.31,4.24,-4.41,165.93,1.42,2019,11,-1
305689,2019-11-30 09:55:00,188.01,80.28,3.74,-4.71,165.64,0.89,2019,11,-1
305690,2019-11-30 10:00:00,187.23,77.43,3.37,-4.81,165.11,0.5,2019,11,-1
305691,2019-11-30 10:05:00,186.51,75.21,3.15,-5.02,164.19,0.51,2019,11,-1
305692,2019-11-30 10:10:00,185.84,73.46,2.17,-6.11,163.37,-0.49,2019,11,-1
305693,2019-11-30 10:15:00,184.76,73.07,3.15,-4.87,162.69,-0.55,2019,11,-1
305694,2019-11-30 10:20:00,183.37,72.85,2.35,-5.79,161.99,0.62,2019,11,-1
305695,2019-11-30 10:25:00,182.66,73.59,3.38,-5.33,161.25,0.86,2019,11,-1
305696,2019-11-30 10:30:00,181.88,78.28,3.09,-5.21,160.66,0.42,2019,11,-1
305697,2019-11-30 10:35:00,181.01,77.04,2.63,-5.3,160.21,0.03,2019,11,-1
305698,2019-11-30 10:40:00,179.66,74.84,2.79,-5.84,159.61,-0.59,2019,11,-1
305699,2019-11-30 10:45:00,178.27,73.65,2.49,-4.2,159.0,-0.62,2019,11,-1
305700,2019-11-30 10:50:00,176.77,72.38,2.27,-5.7,158.98,-0.66,2019,11,-1
305701,2019-11-30 10:55:00,175.2,71.49,1.95,-5.74,159.5,-0.73,2019,11,-1
305702,2019-11-30 11:00:00,173.84,70.81,2.03,-5.22,160.08,-0.64,2019,11,-1
305703,2019-11-30 11:05:00,172.51,72.39,3.93,-5.13,160.79,-0.63,2019,11,-1
305704,2019-11-30 11:10:00,172.12,74.29,2.31,-5.86,161.23,-0.17,2019,11,-1
305705,2019-11-30 11:15:00,171.81,73.2,2.18,-5.93,160.83,-0.54,2019,11,-1
305706,2019-11-30 11:20:00,170.87,71.31,2.36,-5.62,160.3,-1.07,2019,11,-1
305707,2019-11-30 11:25:00,169.89,69.99,2.4,-5.67,159.75,-0.44,2019,11,-1
305708,2019-11-30 11:30:00,168.96,70.4,3.56,-3.9,159.34,0.85,2019,11,-1
305709,2019-11-30 11:35:00,170.46,70.83,4.7,-2.5,160.34,2.13,2019,11,-1
305710,2019-11-30 11:40:00,172.93,71.8,4.55,-2.94,161.52,1.87,2019,11,-1
305711,2019-11-30 11:45:00,174.79,72.56,4.82,-3.21,162.44,1.6,2019,11,-1
305712,2019-11-30 11:50:00,175.91,72.43,4.42,-3.04,162.65,1.61,2019,11,-1
305713,2019-11-30 11:55:00,176.57,72.28,4.16,-3.22,162.6,1.24,2019,11,-1
305714,2019-11-30 12:00:00,178.26,71.95,4.09,-3.31,161.87,1.18,2019,11,-1
305715,2019-11-30 12:05:00,177.13,71.98,4.61,-3.62,161.2,1.15,2019,11,-1
305716,2019-11-30 12:10:00,177.18,77.92,5.36,-3.47,160.86,1.39,2019,11,-1
305717,2019-11-30 12:15:00,177.25,77.96,4.67,-3.67,160.57,1.3,2019,11,-1
305718,2019-11-30 12:20:00,175.54,77.94,4.39,-3.78,160.87,1.12,2019,11,-1
305719,2019-11-30 12:25:00,175.14,77.11,4.45,-3.64,161.14,1.23,2019,11,-1
305720,2019-11-30 12:30:00,174.94,75.8,3.86,-3.96,160.53,1.07,2019,11,-1
305721,2019-11-30 12:35:00,175.01,72.48,3.21,-4.32,159.84,0.49,2019,11,-1
305722,2019-11-30 12:40:00,175.02,59.22,2.95,-4.5,159.18,0.2,2019,11,-1
305723,2019-11-30 12:45:00,174.11,58.24,3.29,-4.68,158.53,-0.04,2019,11,-1
305724,2019-11-30 12:50:00,172.96,58.04,3.9,-4.98,158.93,-0.3,2019,11,-1
305725,2019-11-30 12:55:00,171.68,60.02,2.73,-5.21,159.39,-0.57,2019,11,-1
305726,2019-11-30 13:00:00,170.97,60.7,3.33,-5.07,159.37,0.39,2019,11,-1
305727,2019-11-30 13:05:00,169.91,74.69,3.68,-4.78,159.41,0.57,2019,11,-1
305728,2019-11-30 13:10:00,168.69,75.84,3.23,-4.87,158.85,0.05,2019,11,-1
305729,2019-11-30 13:15:00,168.75,71.14,2.98,-4.98,158.12,-0.63,2019,11,-1
305730,2019-11-30 13:20:00,168.82,71.67,2.62,-4.85,157.19,-0.27,2019,11,-1
305731,2019-11-30 13:25:00,167.79,72.11,2.45,-5.13,156.39,-0.27,2019,11,-1
305732,2019-11-30 13:30:00,167.02,71.59,2.17,-5.13,155.74,-0.73,2019,11,-1
305733,2019-11-30 13:35:00,166.57,70.84,2.04,-5.49,155.13,-0.98,2019,11,-1
305734,2019-11-30 13:40:00,165.92,67.77,0.79,-6.74,154.96,-2.4,2019,11,-1
305735,2019-11-30 13:45:00,165.29,67.97,1.44,-6.27,154.84,-1.92,2019,11,-1
305736,2019-11-30 13:50:00,164.61,68.19,2.35,-5.88,154.32,-1.31,2019,11,-1
305737,2019-11-30 13:55:00,164.22,74.39,2.72,-5.84,153.65,-1.1,2019,11,-1
305738,2019-11-30 14:00:00,163.77,76.91,1.85,-6.23,153.39,-1.27,2019,11,-1
305739,2019-11-30 14:05:00,163.48,76.11,1.51,-5.83,153.16,-1.19,2019,11,-1
305740,2019-11-30 14:10:00,163.13,74.83,2.05,-5.51,152.53,-1.04,2019,11,-1
305741,2019-11-30 14:15:00,162.33,73.78,1.81,-5.64,151.63,-1.28,2019,11,-1
305742,2019-11-30 14:20:00,161.44,73.03,1.55,-5.78,151.05,-1.63,2019,11,-1
305743,2019-11-30 14:25:00,160.78,72.46,1.92,-5.92,150.53,-1.52,2019,11,-1
305744,2019-11-30 14:30:00,160.18,71.97,1.94,-6.02,150.01,-1.49,2019,11,-1
305745,2019-11-30 14:35:00,159.36,71.51,1.95,-5.85,149.44,-1.5,2019,11,-1
305746,2019-11-30 14:40:00,158.43,71.11,2.01,-5.76,149.15,-1.6,2019,11,-1
305747,2019-11-30 14:45:00,157.49,70.8,0.14,-7.43,148.88,-1.59,2019,11,-1
305748,2019-11-30 14:50:00,157.03,70.51,1.99,-5.71,148.22,-1.54,2019,11,-1
305749,2019-11-30 14:55:00,156.71,70.83,2.07,-5.49,147.58,-1.18,2019,11,-1
305750,2019-11-30 15:00:00,156.05,76.32,2.06,-5.67,147.29,-0.75,2019,11,-1
305751,2019-11-30 15:05:00,155.24,76.35,1.99,-5.65,147.12,-0.96,2019,11,-1
305752,2019-11-30 15:10:00,154.35,73.24,2.06,-5.56,146.63,-1.19,2019,11,-1
305753,2019-11-30 15:15:00,153.54,71.28,1.83,-5.65,146.04,-1.58,2019,11,-1
305754,2019-11-30 15:20:00,153.2,69.88,1.54,-5.84,145.43,-1.77,2019,11,-1
305755,2019-11-30 15:25:00,152.94,69.06,1.08,-6.26,144.83,-2.7,2019,11,-1
305756,2019-11-30 15:30:00,152.53,68.59,-0.37,-7.26,144.41,-3.14,2019,11,-1
305757,2019-11-30 15:35:00,151.84,68.08,0.6,-6.88,144.07,-2.4,2019,11,-1
305758,2019-11-30 15:40:00,151.17,67.53,1.28,-5.55,143.52,-1.29,2019,11,-1
305759,2019-11-30 15:45:00,150.79,67.09,1.9,-5.34,143.01,-1.21,2019,11,-1
305760,2019-11-30 15:50:00,150.55,66.67,1.91,-6.45,142.6,-2.15,2019,11,-1
305761,2019-11-30 15:55:00,150.32,63.91,0.48,-7.18,142.21,-3.0,2019,11,-1
305762,2019-11-30 16:00:00,148.97,65.2,0.79,-8.03,141.34,-2.16,2019,11,-1
305763,2019-11-30 16:05:00,146.1,69.4,-0.96,-8.74,139.96,-4.26,2019,11,-1
305764,2019-11-30 16:10:00,140.72,66.87,-0.63,-7.67,137.41,-3.99,2019,11,-1
305765,2019-11-30 16:15:00,137.31,63.86,-0.4,-7.69,134.68,-3.59,2019,11,-1
305766,2019-11-30 16:20:00,134.97,61.91,-1.15,-8.44,132.52,-4.28,2019,11,-1
305767,2019-11-30 16:25:00,132.74,61.2,-0.48,-8.28,130.82,-3.7,2019,11,-1
305768,2019-11-30 16:30:00,132.08,60.97,-0.41,-7.98,129.98,-3.49,2019,11,-1
305769,2019-11-30 16:35:00,131.57,60.29,-0.9,-6.63,128.73,-3.69,2019,11,-1
305770,2019-11-30 16:40:00,128.64,58.78,-1.71,-9.45,127.53,-4.69,2019,11,-1
305771,2019-11-30 16:45:00,125.65,57.26,-1.58,-8.47,125.2,-4.59,2019,11,-1
305772,2019-11-30 16:50:00,123.74,56.65,-1.2,-8.18,123.52,-4.25,2019,11,-1
305773,2019-11-30 16:55:00,122.6,56.06,-0.44,-7.92,122.59,-3.27,2019,11,-1
305774,2019-11-30 17:00:00,121.85,61.02,0.02,-7.7,122.05,-2.98,2019,11,-1
305775,2019-11-30 17:05:00,121.5,60.81,-0.48,-7.04,121.38,-3.42,2019,11,-1
305776,2019-11-30 17:10:00,121.18,60.51,-0.13,-6.92,120.55,-2.71,2019,11,-1
305777,2019-11-30 17:15:00,121.43,60.04,1.28,-5.99,120.3,-2.24,2019,11,-1
305778,2019-11-30 17:20:00,122.1,59.69,1.11,-5.95,120.33,-2.09,2019,11,-1
305779,2019-11-30 17:25:00,122.91,59.67,1.16,-5.33,120.37,-2.14,2019,11,-1
305780,2019-11-30 17:30:00,123.65,59.64,1.39,-4.91,120.49,-1.87,2019,11,-1
305781,2019-11-30 17:35:00,125.68,61.15,3.36,-3.69,121.27,-0.53,2019,11,-1
305782,2019-11-30 17:40:00,129.94,62.39,1.62,-4.49,123.06,-0.26,2019,11,-1
305783,2019-11-30 17:45:00,133.11,62.99,1.55,-5.51,124.53,-1.87,2019,11,-1
305784,2019-11-30 17:50:00,134.76,63.42,2.35,-5.65,125.29,-0.86,2019,11,-1
305785,2019-11-30 17:55:00,136.45,62.39,3.84,-2.63,125.51,1.11,2019,11,-1
305786,2019-11-30 18:00:00,138.61,56.55,0.9,-5.63,126.5,-2.11,2019,11,-1
305787,2019-11-30 18:05:00,140.8,49.19,0.43,-6.66,129.87,-4.32,2019,11,-1
305788,2019-11-30 18:10:00,142.33,44.29,-2.55,-8.41,130.98,-4.63,2019,11,-1
305789,2019-11-30 18:15:00,142.42,43.16,1.68,-4.43,130.98,-1.47,2019,11,-1
305790,2019-11-30 18:20:00,142.65,53.8,1.93,-4.22,129.51,-0.63,2019,11,-1
305791,2019-11-30 18:25:00,142.61,58.76,2.51,-4.87,128.52,-1.1,2019,11,-1
305792,2019-11-30 18:30:00,142.48,60.47,3.03,-3.42,127.66,-0.93,2019,11,-1
305793,2019-11-30 18:35:00,142.83,61.04,3.51,-2.29,127.07,0.82,2019,11,-1
305794,2019-11-30 18:40:00,142.99,62.88,4.71,-2.18,126.48,2.18,2019,11,-1
305795,2019-11-30 18:45:00,142.08,62.35,5.51,-2.49,126.03,1.78,2019,11,-1
305796,2019-11-30 18:50:00,141.11,62.32,5.33,-2.01,125.58,1.88,2019,11,-1
305797,2019-11-30 18:55:00,140.3,63.95,5.6,-1.88,125.06,2.16,2019,11,-1
305798,2019-11-30 19:00:00,139.41,63.72,5.48,-1.82,124.56,2.27,2019,11,-1
305799,2019-11-30 19:05:00,138.79,63.29,5.42,-2.35,123.93,2.41,2019,11,-1
305800,2019-11-30 19:10:00,138.22,62.13,5.47,-2.09,123.26,1.76,2019,11,-1
305801,2019-11-30 19:15:00,137.77,60.97,4.77,-2.03,122.49,2.01,2019,11,-1
305802,2019-11-30 19:20:00,137.17,59.94,5.16,-2.79,121.8,2.26,2019,11,-1
305803,2019-11-30 19:25:00,136.47,59.09,4.27,-1.98,120.71,1.0,2019,11,-1
305804,2019-11-30 19:30:00,135.75,58.49,4.86,-2.66,119.55,1.38,2019,11,-1
305805,2019-11-30 19:35:00,135.07,58.13,4.48,-2.42,118.43,1.53,2019,11,-1
305806,2019-11-30 19:40:00,134.5,57.79,4.37,-2.58,117.81,1.23,2019,11,-1
305807,2019-11-30 19:45:00,134.07,57.49,4.69,-2.93,117.23,1.92,2019,11,-1
305808,2019-11-30 19:50:00,133.53,57.22,4.13,-2.05,116.81,1.23,2019,11,-1
305809,2019-11-30 19:55:00,132.77,56.9,3.9,-1.61,116.39,2.19,2019,11,-1
305810,2019-11-30 20:00:00,132.06,57.38,4.78,-2.42,116.1,2.5,2019,11,-1
305811,2019-11-30 20:05:00,131.46,63.57,4.55,-1.76,115.83,2.59,2019,11,-1
305812,2019-11-30 20:10:00,130.77,61.28,5.2,-1.85,115.81,2.02,2019,11,-1
305813,2019-11-30 20:15:00,129.81,58.15,4.93,-2.04,115.61,1.68,2019,11,-1
305814,2019-11-30 20:20:00,128.95,56.71,5.22,-2.09,115.12,1.57,2019,11,-1
305815,2019-11-30 20:25:00,128.31,55.73,5.4,-2.12,114.55,1.44,2019,11,-1
305816,2019-11-30 20:30:00,127.72,54.96,5.3,-2.12,113.95,1.59,2019,11,-1
305817,2019-11-30 20:35:00,127.04,54.31,4.63,-1.81,113.36,1.13,2019,11,-1
305818,2019-11-30 20:40:00,126.76,54.04,5.65,-1.21,112.81,1.86,2019,11,-1
305819,2019-11-30 20:45:00,126.72,53.79,5.55,-1.5,112.62,1.64,2019,11,-1
305820,2019-11-30 20:50:00,126.68,53.46,5.68,-1.08,112.43,2.06,2019,11,-1
305821,2019-11-30 20:55:00,126.6,53.09,5.57,-1.19,112.31,2.63,2019,11,-1
305822,2019-11-30 21:00:00,126.19,57.04,5.44,-1.41,112.48,2.43,2019,11,-1
305823,2019-11-30 21:05:00,125.53,56.27,5.22,-0.92,112.98,2.21,2019,11,-1
305824,2019-11-30 21:10:00,124.76,55.43,4.69,-0.83,113.3,2.4,2019,11,-1
305825,2019-11-30 21:15:00,124.03,54.27,4.48,-1.06,113.55,2.07,2019,11,-1
305826,2019-11-30 21:20:00,123.38,53.65,5.29,-1.18,113.64,1.58,2019,11,-1
305827,2019-11-30 21:25:00,122.64,53.23,5.21,-1.79,113.62,2.05,2019,11,-1
305828,2019-11-30 21:30:00,121.79,52.86,5.1,-1.85,113.47,2.33,2019,11,-1
305829,2019-11-30 21:35:00,121.13,52.51,4.99,-0.12,113.22,2.41,2019,11,-1
305830,2019-11-30 21:40:00,120.51,51.97,5.67,-1.3,112.89,1.88,2019,11,-1
305831,2019-11-30 21:45:00,119.81,51.38,5.72,-1.02,112.6,2.06,2019,11,-1
305832,2019-11-30 21:50:00,119.19,51.01,5.41,-1.43,112.28,1.76,2019,11,-1
305833,2019-11-30 21:55:00,118.93,50.71,3.93,-1.61,112.01,1.68,2019,11,-1
305834,2019-11-30 22:00:00,118.83,51.49,5.75,-0.25,111.73,2.2,2019,11,-1
305835,2019-11-30 22:05:00,118.76,57.6,6.63,0.33,111.63,2.41,2019,11,-1
305836,2019-11-30 22:10:00,118.74,56.96,5.32,-1.19,111.65,1.97,2019,11,-1
305837,2019-11-30 22:15:00,118.95,55.06,5.03,-2.1,111.15,1.63,2019,11,-1
305838,2019-11-30 22:20:00,119.02,53.88,4.53,-1.72,110.55,1.56,2019,11,-1
305839,2019-11-30 22:25:00,118.96,53.12,4.21,-2.0,110.07,1.6,2019,11,-1
305840,2019-11-30 22:30:00,118.81,52.63,4.08,-1.81,109.64,1.68,2019,11,-1
305841,2019-11-30 22:35:00,118.56,52.06,4.2,-1.62,109.14,1.65,2019,11,-1
305842,2019-11-30 22:40:00,118.32,51.53,4.25,-1.49,108.77,1.59,2019,11,-1
305843,2019-11-30 22:45:00,118.07,51.14,4.42,-2.24,108.06,1.2,2019,11,-1
305844,2019-11-30 22:50:00,117.79,50.88,4.61,-2.2,107.29,1.46,2019,11,-1
305845,2019-11-30 22:55:00,117.52,50.73,5.14,-1.08,106.8,2.05,2019,11,-1
305846,2019-11-30 23:00:00,117.42,50.83,4.48,-1.24,106.42,1.7,2019,11,-1
305847,2019-11-30 23:05:00,117.46,50.85,5.05,-2.11,106.13,1.79,2019,11,-1
305848,2019-11-30 23:10:00,117.55,50.62,4.87,-1.96,105.79,1.0,2019,11,-1
305849,2019-11-30 23:15:00,117.36,50.44,4.53,-1.95,105.06,1.42,2019,11,-1
305850,2019-11-30 23:20:00,117.0,50.38,4.96,-1.95,104.26,1.72,2019,11,-1
305851,2019-11-30 23:25:00,116.92,50.43,4.98,-2.2,103.77,1.92,2019,11,-1
305852,2019-11-30 23:30:00,116.98,50.33,5.28,-0.53,103.45,2.0,2019,11,-1
305853,2019-11-30 23:35:00,117.17,50.43,5.62,-0.38,103.24,2.42,2019,11,-1
305854,2019-11-30 23:40:00,117.47,55.6,5.43,-1.21,103.11,3.06,2019,11,-1
305855,2019-11-30 23:45:00,117.78,55.07,5.46,-1.34,102.89,2.51,2019,11,-1
305856,2019-11-30 23:50:00,118.19,54.48,5.28,-0.98,102.49,2.51,2019,11,-1
305857,2019-11-30 23:55:00,118.38,53.73,4.78,-1.13,102.0,2.6,2019,11,-1
305858,2019-12-01 00:00:00,118.39,53.03,4.97,-1.32,101.53,3.12,2019,12,-1
305859,2019-12-01 00:05:00,118.39,52.85,5.19,-1.44,101.22,2.41,2019,12,-1
305860,2019-12-01 00:10:00,118.08,52.79,5.15,-1.55,101.1,2.07,2019,12,-1
305861,2019-12-01 00:15:00,117.73,52.3,3.81,-1.7,100.88,1.92,2019,12,-1
305862,2019-12-01 00:20:00,117.3,51.78,4.18,-1.33,100.55,1.72,2019,12,-1
305863,2019-12-01 00:25:00,116.78,51.26,4.74,-1.63,100.39,1.33,2019,12,-1
305864,2019-12-01 00:30:00,115.95,50.69,3.56,-2.57,100.33,0.73,2019,12,-1
305865,2019-12-01 00:35:00,114.64,49.71,3.19,-2.43,100.02,0.66,2019,12,-1
305866,2019-12-01 00:40:00,113.17,48.64,3.61,-1.83,99.42,1.52,2019,12,-1
305867,2019-12-01 00:45:00,111.76,47.79,3.92,-2.47,98.89,0.57,2019,12,-1
305868,2019-12-01 00:50:00,110.69,48.26,4.32,-2.21,98.58,1.1,2019,12,-1
305869,2019-12-01 00:55:00,109.86,51.32,5.01,-2.25,98.42,1.97,2019,12,-1
305870,2019-12-01 01:00:00,109.24,50.74,3.8,-1.73,98.44,1.54,2019,12,-1
305871,2019-12-01 01:05:00,108.67,50.03,3.63,-2.41,98.48,1.19,2019,12,-1
305872,2019-12-01 01:10:00,108.0,49.23,4.29,-1.72,98.1,0.67,2019,12,-1
305873,2019-12-01 01:15:00,107.19,48.5,4.58,-1.71,97.75,0.43,2019,12,-1
305874,2019-12-01 01:20:00,106.08,47.89,4.04,-2.64,97.7,0.6,2019,12,-1
305875,2019-12-01 01:25:00,105.13,47.36,3.77,-2.99,97.6,0.65,2019,12,-1
305876,2019-12-01 01:30:00,103.97,46.69,3.6,-2.31,97.26,0.58,2019,12,-1
305877,2019-12-01 01:35:00,102.93,46.1,3.57,-2.39,96.92,0.71,2019,12,-1
305878,2019-12-01 01:40:00,102.5,57.23,3.56,-2.41,96.95,0.82,2019,12,-1
305879,2019-12-01 01:45:00,102.35,51.32,3.47,-2.28,97.0,0.51,2019,12,-1
305880,2019-12-01 01:50:00,102.64,48.18,2.91,-2.26,96.66,1.07,2019,12,-1
305881,2019-12-01 01:55:00,102.65,47.19,4.43,-2.32,96.27,1.0,2019,12,-1
305882,2019-12-01 02:00:00,102.69,46.87,4.71,-2.06,95.96,1.49,2019,12,-1
305883,2019-12-01 02:05:00,102.66,48.96,4.58,-2.37,95.77,1.42,2019,12,-1
305884,2019-12-01 02:10:00,102.76,49.21,4.11,-1.52,95.63,1.01,2019,12,-1
305885,2019-12-01 02:15:00,102.96,49.2,2.89,-2.81,95.36,0.62,2019,12,-1
305886,2019-12-01 02:20:00,103.22,48.53,4.35,-1.56,94.74,0.41,2019,12,-1
305887,2019-12-01 02:25:00,103.45,47.89,4.05,-1.94,94.03,1.35,2019,12,-1
305888,2019-12-01 02:30:00,103.96,47.44,4.4,-1.64,93.31,0.94,2019,12,-1
305889,2019-12-01 02:35:00,104.41,46.91,4.76,-1.65,92.58,1.13,2019,12,-1
305890,2019-12-01 02:40:00,105.18,45.83,4.31,-1.38,91.86,1.31,2019,12,-1
305891,2019-12-01 02:45:00,105.89,45.4,4.44,-1.86,91.22,1.68,2019,12,-1
305892,2019-12-01 02:50:00,105.71,45.43,4.82,-1.75,90.59,1.24,2019,12,-1
305893,2019-12-01 02:55:00,105.56,45.37,4.73,-2.41,89.98,1.4,2019,12,-1
305894,2019-12-01 03:00:00,105.88,45.21,4.68,-1.98,89.47,1.5,2019,12,-1
305895,2019-12-01 03:05:00,106.19,44.99,4.75,-2.21,89.11,1.54,2019,12,-1
305896,2019-12-01 03:10:00,105.75,44.76,4.24,-1.74,88.81,1.03,2019,12,-1
305897,2019-12-01 03:15:00,105.39,44.76,4.06,-2.21,88.63,1.05,2019,12,-1
305898,2019-12-01 03:20:00,105.28,45.05,4.1,-1.29,88.48,1.08,2019,12,-1
305899,2019-12-01 03:25:00,105.14,45.44,4.9,-1.61,88.25,0.81,2019,12,-1
305900,2019-12-01 03:30:00,104.92,47.31,5.04,-1.41,88.0,1.7,2019,12,-1
305901,2019-12-01 03:35:00,104.8,48.43,5.0,-1.02,87.87,2.02,2019,12,-1
305902,2019-12-01 03:40:00,104.98,48.52,4.68,-1.61,87.66,1.2,2019,12,-1
305903,2019-12-01 03:45:00,105.17,47.94,5.02,-2.23,87.22,1.5,2019,12,-1
305904,2019-12-01 03:50:00,104.8,47.36,4.98,-1.71,86.88,1.72,2019,12,-1
305905,2019-12-01 03:55:00,104.63,46.61,3.92,-1.54,86.6,1.74,2019,12,-1
305906,2019-12-01 04:00:00,104.52,45.69,4.5,-2.01,86.4,1.37,2019,12,-1
305907,2019-12-01 04:05:00,104.6,44.23,3.9,-2.17,86.26,1.32,2019,12,-1
305908,2019-12-01 04:10:00,104.06,44.04,4.16,-2.13,86.14,1.45,2019,12,-1
305909,2019-12-01 04:15:00,103.0,43.99,4.26,-1.93,85.92,1.64,2019,12,-1
305910,2019-12-01 04:20:00,102.91,43.58,4.13,-2.67,85.69,1.62,2019,12,-1
305911,2019-12-01 04:25:00,102.86,43.06,3.84,-2.2,85.36,1.55,2019,12,-1
305912,2019-12-01 04:30:00,102.49,45.65,3.67,-1.52,84.96,1.13,2019,12,-1
305913,2019-12-01 04:35:00,102.11,46.13,3.86,-1.59,84.96,1.35,2019,12,-1
